## [iView]
## Converted from:	C:\Users\Lenovo\Desktop\GAZE\Licencjat\DANE\Eyetrackingowe\GazeButtonsExperiment 2019-10-12 14-40-19.idf
## Date:	12.10.2019 14:38:54
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	17464                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	POI                                                                                                                                                                                                                                                             
## Description:	Nazwa komputera: RMX1318501-1738                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;53)
## Calibration Point 2:	Position(1596;263)
## Calibration Point 3:	Position(1260;998)
## Calibration Point 4:	Position(84;788)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RMX1318501-1738//SMI_RED250mobile///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.4.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
2396471733	SMP	1	991.33	499.59	756.91	480.25	18.29	18.29	4.89	18.33	18.33	4.91	988.46	501.75	993.11	501.84	755.33	483.04	760.02	483.05	848.28	712.07	790.42	668.01	0	1	1	2	-1	-1	-95.91	2.65	649.34	-32.29	7.78	649.87	0.11	0.12	-0.99	0.09	0.14	-0.99	0		
2396475667	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396479600	SMP	1	991.24	499.29	756.79	480.18	18.19	18.19	4.90	18.34	18.34	4.91	988.41	501.65	993.04	501.74	755.32	483.00	760.05	482.95	850.85	702.38	793.68	666.92	0	1	1	2	-1	-1	-95.97	2.68	649.82	-32.30	7.80	649.87	0.12	0.13	-0.98	0.10	0.14	-0.98	0		
2396483534	SMP	1	991.20	499.31	756.72	480.16	18.14	18.14	4.90	18.27	18.27	4.90	988.38	501.62	993.03	501.73	755.31	482.98	760.01	482.91	855.12	702.66	793.72	666.02	0	1	1	2	-1	-1	-96.00	2.69	650.09	-32.30	7.81	650.05	0.12	0.13	-0.98	0.10	0.14	-0.98	0		
2396487467	SMP	1	991.38	499.33	756.75	479.97	18.15	18.15	4.90	18.31	18.31	4.90	988.37	501.62	993.03	501.73	755.31	482.97	759.98	482.87	849.43	701.54	793.01	658.64	0	1	1	2	-1	-1	-96.02	2.69	650.21	-32.31	7.82	650.44	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396491400	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396495334	SMP	1	991.37	499.36	756.67	480.07	18.08	18.08	4.89	18.34	18.34	4.90	988.33	501.61	993.01	501.67	755.27	482.97	759.96	482.85	848.29	704.40	796.23	659.33	0	1	1	2	-1	-1	-96.00	2.70	650.16	-32.31	7.82	650.66	0.11	0.12	-0.99	0.10	0.15	-0.98	0		
2396499267	SMP	1	991.24	499.29	756.73	480.19	18.06	18.06	4.89	18.22	18.22	4.90	988.30	501.61	993.01	501.67	755.26	482.97	759.94	482.86	852.27	701.55	796.53	663.46	0	1	1	2	-1	-1	-95.96	2.70	649.91	-32.32	7.82	650.92	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396503201	SMP	1	991.21	499.27	756.59	480.13	18.23	18.23	4.90	18.35	18.35	4.90	988.27	501.61	992.99	501.68	755.23	482.99	759.91	482.90	853.50	702.42	801.49	660.76	0	1	1	2	-1	-1	-95.91	2.69	649.57	-32.33	7.82	651.17	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396507134	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396511067	SMP	1	991.19	499.40	756.64	480.33	18.08	18.08	4.89	18.26	18.26	4.90	988.21	501.63	992.97	501.72	755.16	483.05	759.86	482.97	855.39	707.93	801.00	665.37	0	1	1	2	-1	-1	-95.81	2.68	649.01	-32.32	7.80	651.24	0.11	0.12	-0.99	0.10	0.14	-0.99	0		
2396515001	SMP	1	991.07	499.37	756.60	480.27	18.12	18.12	4.89	18.36	18.36	4.90	988.21	501.66	992.96	501.75	755.14	483.07	759.85	483.01	859.78	708.01	803.24	660.79	0	1	1	2	-1	-1	-95.74	2.67	648.57	-32.31	7.79	651.24	0.12	0.13	-0.99	0.10	0.14	-0.98	0		
2396518934	SMP	1	991.17	499.43	756.67	480.28	18.14	18.14	4.89	18.23	18.23	4.90	988.20	501.68	992.94	501.79	755.12	483.13	759.84	483.06	858.90	707.80	802.34	659.77	0	1	1	2	-1	-1	-95.70	2.66	648.31	-32.30	7.78	651.11	0.11	0.12	-0.99	0.09	0.15	-0.98	0		
2396522867	SMP	1	991.18	499.47	756.57	480.45	18.24	18.24	4.89	18.28	18.28	4.90	988.16	501.76	992.90	501.82	755.07	483.19	759.83	483.10	856.85	707.74	802.87	663.41	0	1	1	2	-1	-1	-95.65	2.65	648.05	-32.27	7.76	650.74	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396526801	SMP	1	991.14	499.49	756.48	480.49	18.11	18.11	4.89	18.23	18.23	4.89	988.12	501.86	992.83	501.91	755.06	483.25	759.84	483.16	853.64	704.05	806.75	664.70	0	1	1	2	-1	-1	-95.64	2.62	648.04	-32.25	7.74	650.21	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396530734	SMP	1	991.05	499.52	756.34	480.39	18.07	18.07	4.88	18.10	18.10	4.88	988.09	501.94	992.76	501.96	755.04	483.28	759.84	483.21	852.65	703.03	813.13	659.53	0	1	1	2	-1	-1	-95.66	2.60	648.27	-32.22	7.72	649.61	0.11	0.13	-0.99	0.11	0.15	-0.98	0		
2396534668	SMP	1	990.99	499.57	756.39	480.61	18.14	18.14	4.88	18.24	18.24	4.88	988.01	501.99	992.74	501.99	755.04	483.44	759.83	483.33	851.02	701.91	814.23	662.08	0	1	1	2	-1	-1	-95.62	2.59	648.13	-32.19	7.67	649.10	0.11	0.13	-0.99	0.11	0.14	-0.98	0		
2396538601	SMP	1	990.94	499.70	756.39	480.75	18.06	18.06	4.88	18.21	18.21	4.88	987.98	502.09	992.71	502.02	754.98	483.63	759.83	483.48	852.92	702.78	815.93	663.66	0	1	1	2	-1	-1	-95.59	2.57	647.94	-32.14	7.62	648.33	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396542534	SMP	1	990.86	499.75	756.32	480.72	18.01	18.01	4.87	18.19	18.19	4.87	987.92	502.24	992.75	502.09	755.00	483.71	759.78	483.65	855.96	700.15	820.21	657.88	0	1	1	2	-1	-1	-95.45	2.54	647.01	-32.13	7.58	648.13	0.11	0.13	-0.98	0.11	0.15	-0.98	0		
2396546468	SMP	1	990.81	499.81	756.29	480.88	18.08	18.08	4.87	18.34	18.34	4.88	987.88	502.32	992.73	502.11	754.96	483.79	759.63	483.82	858.12	699.74	820.40	655.03	0	1	1	2	-1	-1	-95.30	2.52	646.09	-32.13	7.56	648.76	0.12	0.13	-0.98	0.10	0.15	-0.98	0		
2396550401	SMP	1	990.86	499.86	756.37	481.00	18.05	18.05	4.86	18.30	18.30	4.88	987.89	502.36	992.72	502.25	754.89	483.89	759.57	483.90	858.06	698.13	814.03	654.36	0	1	1	2	-1	-1	-95.20	2.50	645.37	-32.14	7.54	649.22	0.11	0.13	-0.98	0.10	0.15	-0.98	0		
2396554334	SMP	1	990.82	499.92	756.28	481.16	17.99	17.99	4.85	18.29	18.29	4.88	987.93	502.39	992.71	502.34	754.85	483.96	759.51	483.94	860.41	695.80	815.73	656.12	0	1	1	2	-1	-1	-95.17	2.48	645.15	-32.15	7.53	649.77	0.12	0.13	-0.98	0.10	0.14	-0.98	0		
2396558268	SMP	1	990.79	500.08	756.30	481.23	18.06	18.06	4.85	18.31	18.31	4.88	987.91	502.43	992.66	502.41	754.82	484.02	759.45	483.96	860.62	697.67	811.79	657.67	0	1	1	2	-1	-1	-95.15	2.46	645.10	-32.18	7.53	650.55	0.12	0.13	-0.99	0.09	0.14	-0.99	0		
2396562201	SMP	1	990.75	500.01	756.25	481.36	17.99	17.99	4.85	18.37	18.37	4.89	987.82	502.47	992.53	502.53	754.82	484.07	759.39	484.00	859.56	692.99	812.92	662.52	0	1	1	2	-1	-1	-95.18	2.44	645.47	-32.23	7.53	651.72	0.11	0.13	-0.98	0.10	0.14	-0.99	0		
2396566135	SMP	1	990.70	500.17	756.22	481.32	17.99	17.99	4.84	18.29	18.29	4.89	987.80	502.51	992.39	502.63	754.85	484.13	759.34	484.03	859.81	692.68	813.00	658.05	0	1	1	2	-1	-1	-95.33	2.43	646.64	-32.31	7.53	653.39	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396570068	SMP	1	990.68	500.11	756.22	481.47	17.96	17.96	4.84	18.14	18.14	4.89	987.76	502.56	992.33	502.70	754.84	484.26	759.23	484.12	859.62	688.92	807.95	658.53	0	1	1	2	-1	-1	-95.50	2.42	647.88	-32.40	7.53	655.68	0.11	0.14	-0.98	0.09	0.14	-0.99	0		
2396574001	SMP	1	990.71	500.32	756.05	481.69	18.08	18.08	4.85	18.21	18.21	4.90	987.71	502.59	992.28	502.79	754.82	484.41	759.13	484.26	856.30	691.75	809.95	662.76	0	1	1	2	-1	-1	-95.65	2.40	649.03	-32.53	7.52	658.48	0.10	0.13	-0.99	0.10	0.14	-0.99	0		
2396577998	SMP	1	990.54	500.28	755.91	481.68	18.19	18.19	4.86	18.06	18.06	4.90	987.66	502.64	992.28	502.81	754.71	484.57	759.08	484.42	859.05	689.66	811.12	655.14	0	1	1	2	-1	-1	-95.73	2.40	649.62	-32.60	7.50	660.40	0.11	0.13	-0.98	0.10	0.15	-0.98	0		
2396581995	SMP	1	990.59	500.35	756.00	481.80	17.88	17.88	4.85	18.36	18.36	4.92	987.62	502.67	992.23	502.85	754.58	484.73	759.07	484.55	855.72	688.94	804.39	651.68	0	1	1	2	-1	-1	-95.81	2.39	650.24	-32.62	7.47	661.11	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396585992	SMP	1	990.50	500.50	755.86	481.90	18.09	18.09	4.86	18.09	18.09	4.92	987.56	502.70	992.22	502.88	754.49	484.88	759.06	484.68	855.89	693.19	804.58	648.52	0	1	1	2	-1	-1	-95.82	2.38	650.38	-32.60	7.43	661.04	0.11	0.12	-0.99	0.10	0.15	-0.98	0		
2396589988	SMP	1	990.49	500.36	755.99	481.90	17.94	17.94	4.86	18.03	18.03	4.91	987.52	502.75	992.21	502.90	754.41	484.91	759.06	484.73	852.77	688.14	797.75	644.77	0	1	1	2	-1	-1	-95.80	2.37	650.29	-32.56	7.41	660.40	0.11	0.13	-0.99	0.09	0.15	-0.98	0		
2396593985	SMP	1	990.49	500.48	755.83	481.95	18.10	18.10	4.86	18.04	18.04	4.91	987.46	502.82	992.19	502.92	754.38	484.93	759.02	484.76	850.36	690.24	800.02	643.10	0	1	1	2	-1	-1	-95.73	2.36	649.86	-32.52	7.40	659.92	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396597982	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396601979	SMP	1	990.29	500.59	755.75	482.25	17.97	17.97	4.86	18.11	18.11	4.91	987.35	502.91	992.14	502.98	754.32	484.97	759.00	484.88	851.82	692.52	801.12	656.12	0	1	1	2	-1	-1	-95.59	2.34	649.04	-32.47	7.37	659.11	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396605976	SMP	1	990.23	500.60	755.80	482.27	17.98	17.98	4.85	18.23	18.23	4.92	987.28	502.95	992.08	502.98	754.30	484.98	758.99	484.91	851.31	691.65	799.90	657.06	0	1	1	2	-1	-1	-95.45	2.33	648.26	-32.43	7.35	658.37	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396609972	SMP	1	990.24	500.65	755.75	482.21	17.85	17.85	4.84	18.14	18.14	4.91	987.24	502.96	992.04	503.01	754.28	484.99	758.95	484.96	850.68	695.13	800.65	650.37	0	1	1	2	-1	-1	-95.33	2.32	647.50	-32.40	7.34	657.91	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396613969	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396617966	SMP	1	990.13	500.59	755.66	482.25	17.98	17.98	4.84	18.11	18.11	4.91	987.21	502.97	991.94	502.99	754.22	485.03	758.91	484.99	852.06	694.47	802.10	650.66	0	1	1	2	-1	-1	-95.29	2.32	647.36	-32.36	7.32	657.31	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396621963	SMP	1	990.20	500.65	755.56	482.18	17.96	17.96	4.84	18.16	18.16	4.91	987.20	502.95	991.92	502.98	754.21	485.04	758.86	484.98	851.37	699.11	806.09	645.09	0	1	1	2	-1	-1	-95.28	2.32	647.34	-32.33	7.32	657.03	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396625959	SMP	1	990.20	500.57	755.58	482.38	18.02	18.02	4.84	18.11	18.11	4.91	987.20	502.91	991.91	502.94	754.15	485.08	758.84	485.00	852.29	699.49	804.91	652.90	0	1	1	2	-1	-1	-95.30	2.34	647.44	-32.30	7.31	656.54	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396629956	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396633953	SMP	1	990.10	500.52	755.59	482.27	18.02	18.02	4.84	18.22	18.22	4.91	987.19	502.86	991.88	502.90	754.12	485.06	758.79	484.98	853.43	701.17	802.42	651.74	0	1	1	2	-1	-1	-95.32	2.35	647.60	-32.27	7.31	656.21	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396637950	SMP	1	990.20	500.51	755.56	482.23	18.05	18.05	4.84	18.20	18.20	4.91	987.20	502.76	991.89	502.87	754.11	485.02	758.76	484.94	852.78	704.32	803.16	653.85	0	1	1	2	-1	-1	-95.34	2.37	647.76	-32.26	7.32	656.03	0.11	0.12	-0.99	0.10	0.14	-0.98	0		
2396641946	SMP	1	990.20	500.38	755.44	482.06	18.04	18.04	4.84	18.33	18.33	4.92	987.19	502.69	991.90	502.82	754.08	484.97	758.74	484.92	851.70	702.40	805.34	649.02	0	1	1	2	-1	-1	-95.34	2.38	647.76	-32.24	7.32	655.81	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396645943	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396649940	SMP	1	990.15	500.24	755.36	481.98	17.99	17.99	4.84	18.07	18.07	4.91	987.10	502.57	991.93	502.70	754.04	484.84	758.74	484.85	851.94	703.29	810.39	650.00	0	1	1	2	-1	-1	-95.21	2.41	646.94	-32.21	7.35	655.36	0.11	0.13	-0.99	0.11	0.15	-0.98	0		
2396653937	SMP	1	990.14	500.27	755.45	481.93	18.00	18.00	4.84	18.09	18.09	4.90	987.05	502.52	991.94	502.62	754.03	484.78	758.80	484.77	852.36	706.26	811.37	652.32	0	1	1	2	-1	-1	-95.03	2.43	645.76	-32.17	7.36	654.44	0.11	0.12	-0.99	0.10	0.15	-0.98	0		
2396657934	SMP	1	990.02	500.18	755.43	481.82	17.97	17.97	4.83	17.98	17.98	4.89	987.05	502.50	991.94	502.55	754.03	484.72	758.82	484.71	853.86	706.99	813.53	648.07	0	1	1	2	-1	-1	-94.87	2.43	644.66	-32.13	7.36	653.44	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396661930	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396665927	SMP	1	989.88	499.99	755.40	481.78	17.95	17.95	4.83	18.09	18.09	4.88	987.06	502.44	991.94	502.35	754.03	484.57	758.84	484.49	860.70	706.39	817.19	651.27	0	1	1	2	-1	-1	-94.74	2.47	643.75	-32.08	7.40	652.44	0.12	0.13	-0.98	0.11	0.14	-0.98	0		
2396669924	SMP	1	990.03	499.88	755.40	481.63	18.05	18.05	4.83	18.00	18.00	4.87	987.12	502.37	991.93	502.22	754.03	484.44	758.84	484.35	859.40	705.30	820.11	651.94	0	1	1	2	-1	-1	-94.70	2.49	643.45	-32.04	7.43	651.57	0.12	0.13	-0.98	0.11	0.14	-0.98	0		
2396673921	SMP	1	990.12	499.81	755.45	481.44	18.06	18.06	4.83	17.96	17.96	4.86	987.11	502.22	991.88	502.15	754.03	484.30	758.82	484.21	855.78	706.25	820.41	651.22	0	1	1	2	-1	-1	-94.70	2.52	643.50	-32.00	7.46	650.94	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396677917	SMP	1	990.06	499.57	755.46	481.49	18.03	18.03	4.83	18.09	18.09	4.86	987.10	502.04	991.82	502.04	754.03	484.25	758.77	484.14	856.54	703.01	819.40	657.18	0	1	1	2	-1	-1	-94.76	2.56	643.96	-31.99	7.47	650.75	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396681914	SMP	1	990.11	499.48	755.44	481.37	18.04	18.04	4.83	18.13	18.13	4.86	987.13	501.92	991.82	501.94	754.02	484.19	758.73	484.04	855.66	701.22	819.51	656.17	0	1	1	2	-1	-1	-94.85	2.59	644.54	-31.98	7.50	650.83	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396685911	SMP	1	990.24	499.43	755.52	481.36	18.21	18.21	4.84	18.15	18.15	4.86	987.20	501.76	991.89	501.85	754.03	484.14	758.69	484.00	852.12	702.09	817.46	659.58	0	1	1	2	-1	-1	-94.94	2.63	645.05	-32.00	7.51	651.25	0.11	0.13	-0.99	0.10	0.14	-0.99	0		
2396689908	SMP	1	990.15	499.36	755.47	481.24	18.10	18.10	4.84	18.02	18.02	4.85	987.19	501.66	991.94	501.77	754.02	484.06	758.69	483.96	855.70	701.63	817.84	658.56	0	1	1	2	-1	-1	-94.95	2.65	645.08	-32.01	7.53	651.55	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396693904	SMP	1	990.04	499.16	755.56	481.18	18.06	18.06	4.84	18.11	18.11	4.85	987.17	501.59	991.96	501.67	754.04	483.96	758.71	483.93	861.11	698.75	813.48	661.55	0	1	1	2	-1	-1	-94.91	2.68	644.79	-32.03	7.55	651.84	0.12	0.13	-0.98	0.09	0.14	-0.99	0		
2396697901	SMP	1	990.21	499.12	755.45	481.02	18.08	18.08	4.84	18.15	18.15	4.85	987.16	501.55	991.97	501.59	754.06	483.87	758.73	483.87	856.22	698.36	814.79	659.90	0	1	1	2	-1	-1	-94.85	2.69	644.36	-32.05	7.58	652.01	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396701898	SMP	1	990.10	499.13	755.55	480.91	18.06	18.06	4.83	18.01	18.01	4.85	987.13	501.51	991.99	501.51	754.05	483.81	758.82	483.77	860.47	698.14	811.97	659.04	0	1	1	2	-1	-1	-94.74	2.70	643.65	-32.03	7.59	651.49	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396705894	SMP	1	990.22	498.95	755.62	480.92	17.97	17.97	4.83	18.00	18.00	4.84	987.16	501.45	991.99	501.43	754.06	483.76	758.85	483.72	855.41	694.55	808.34	661.79	0	1	1	2	-1	-1	-94.68	2.72	643.21	-32.00	7.60	650.80	0.11	0.13	-0.99	0.09	0.15	-0.98	0		
2396709890	SMP	1	990.27	498.95	755.55	480.82	17.94	17.94	4.82	18.11	18.11	4.84	987.18	501.40	992.00	501.38	754.06	483.71	758.86	483.65	851.66	694.43	807.96	659.53	0	1	1	2	-1	-1	-94.65	2.73	642.94	-31.97	7.61	650.09	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396713886	SMP	1	990.20	498.85	755.54	480.77	17.74	17.74	4.81	18.08	18.08	4.84	987.23	501.36	992.01	501.33	754.06	483.69	758.89	483.57	852.02	692.47	807.06	658.52	0	1	1	2	-1	-1	-94.65	2.75	642.93	-31.94	7.61	649.27	0.11	0.13	-0.98	0.10	0.15	-0.98	0		
2396717882	SMP	1	990.35	498.93	755.66	480.75	18.06	18.06	4.81	17.95	17.95	4.83	987.25	501.34	992.01	501.26	754.06	483.64	758.90	483.50	848.40	694.17	803.55	659.65	0	1	1	2	-1	-1	-94.68	2.76	643.10	-31.90	7.62	648.49	0.10	0.13	-0.99	0.09	0.15	-0.98	0		
2396721879	SMP	1	990.34	498.76	755.59	480.63	17.96	17.96	4.81	18.14	18.14	4.83	987.33	501.32	992.03	501.24	754.07	483.56	758.91	483.43	847.67	691.11	803.70	656.82	0	1	1	2	-1	-1	-94.79	2.77	643.76	-31.87	7.63	647.79	0.11	0.13	-0.99	0.10	0.15	-0.98	0		
2396725875	SMP	1	990.23	498.88	755.66	480.66	18.05	18.05	4.81	17.89	17.89	4.82	987.34	501.30	992.05	501.22	754.07	483.50	758.91	483.40	851.89	694.49	801.57	658.19	0	1	1	2	-1	-1	-94.87	2.77	644.25	-31.84	7.63	647.21	0.11	0.13	-0.99	0.09	0.14	-0.99	0		
2396729871	SMP	1	990.32	498.89	755.54	480.66	17.90	17.90	4.81	18.18	18.18	4.82	987.38	501.29	992.06	501.23	754.09	483.47	758.91	483.37	851.96	694.87	804.74	658.41	0	1	1	2	-1	-1	-94.98	2.78	644.96	-31.82	7.64	646.78	0.11	0.13	-0.99	0.10	0.14	-0.98	0		
2396733867	SMP	1	990.31	498.78	755.58	480.59	17.94	17.94	4.81	18.06	18.06	4.82	987.43	501.29	992.07	501.22	754.10	483.44	758.92	483.33	852.72	690.95	805.44	658.45	0	1	1	2	-1	-1	-95.12	2.78	645.86	-31.80	7.64	646.42	0.11	0.13	-0.98	0.10	0.14	-0.98	0		
2396737863	SMP	1	990.37	498.78	755.66	480.58	18.08	18.08	4.82	18.03	18.03	4.81	987.47	501.29	992.09	501.21	754.10	483.43	758.93	483.33	850.65	690.31	804.99	659.26	0	1	1	2	-1	-1	-95.27	2.79	646.81	-31.79	7.64	646.02	0.11	0.13	-0.98	0.10	0.14	-0.99	0		
2396741859	SMP	1	990.33	498.78	755.72	480.54	18.11	18.11	4.83	18.05	18.05	4.81	987.50	501.30	992.09	501.21	754.11	483.44	758.93	483.30	853.25	688.71	802.22	660.50	0	1	1	2	-1	-1	-95.42	2.79	647.84	-31.77	7.64	645.74	0.11	0.13	-0.98	0.09	0.14	-0.99	0		
2396745855	SMP	1	990.35	498.80	755.75	480.56	17.95	17.95	4.83	18.03	18.03	4.81	987.53	501.32	992.09	501.23	754.12	483.44	758.94	483.31	853.37	686.22	799.91	662.91	0	1	1	2	-1	-1	-95.60	2.79	649.00	-31.77	7.63	645.51	0.11	0.13	-0.98	0.09	0.14	-0.99	0		
2396749851	SMP	1	990.54	498.86	755.68	480.54	17.99	17.99	4.83	17.95	17.95	4.80	987.55	501.34	992.11	501.26	754.12	483.46	758.94	483.32	849.72	686.42	801.12	663.07	0	1	1	2	-1	-1	-95.76	2.79	650.06	-31.76	7.63	645.31	0.10	0.13	-0.99	0.10	0.15	-0.98	0		
2396753847	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396757843	SMP	1	990.42	498.78	755.73	480.61	18.01	18.01	4.84	18.00	18.00	4.79	987.64	501.38	992.12	501.35	754.14	483.52	758.96	483.41	854.18	678.26	799.13	663.96	0	1	1	2	-1	-1	-96.00	2.78	651.61	-31.75	7.61	645.15	0.11	0.14	-0.98	0.09	0.15	-0.98	0		
2396761839	SMP	1	990.49	498.92	755.75	480.65	17.91	17.91	4.84	17.96	17.96	4.79	987.67	501.41	992.13	501.39	754.15	483.55	758.96	483.44	853.38	679.68	796.92	665.07	0	1	1	2	-1	-1	-96.24	2.77	653.20	-31.75	7.60	645.02	0.11	0.13	-0.98	0.09	0.15	-0.99	0		
2396765836	SMP	1	990.60	498.95	755.73	480.68	18.03	18.03	4.85	18.05	18.05	4.79	987.68	501.44	992.15	501.44	754.20	483.64	758.96	483.49	851.54	675.59	798.01	664.30	0	1	1	2	-1	-1	-96.44	2.77	654.51	-31.77	7.58	645.30	0.11	0.14	-0.99	0.10	0.15	-0.98	0		
2396769832	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2396773828	SMP	1	990.67	499.02	755.95	480.79	18.00	18.00	4.86	18.03	18.03	4.79	987.74	501.50	992.25	501.56	754.29	483.81	759.01	483.60	850.64	672.72	792.39	663.77	0	1	1	2	-1	-1	-96.59	2.75	655.38	-31.82	7.55	645.88	0.11	0.14	-0.98	0.09	0.15	-0.98	0		
